sensitivity,eligible_for_primary_selection,rows,independent_building_cycles,rmse_g,cycle_macro_rmse_g,mae_g,cycle_macro_mae_g,r2,bias_g,within_100g_rate,within_200g_rate,worst_cycle_rmse_g,fold_rmse_sd_g,fold_rmse_se_g,target_side_accuracy,majority_side_accuracy,below_target_recall,at_or_above_target_recall,actual_target_hits
site_group,False,124,31,183.66056747006766,167.77440091602693,145.72264271749754,138.30284191919188,0.13384736646491824,0.9541334310850329,0.41935483870967744,0.7258064516129032,237.75746561698352,59.28945059090785,24.204816846279805,0.9596774193548387,0.967741935483871,0.9833333333333333,0.25,1
exact_building,False,124,31,189.14853080262162,172.10216919452535,146.54219354838708,139.9234708333333,0.0813109688618997,-7.334634691717163e-15,0.4032258064516129,0.7016129032258065,254.88804872785158,63.65568865248223,25.9873260706758,0.9596774193548387,0.967741935483871,0.9833333333333333,0.25,1
