review_day,cycle_id,building_id,role,feature,feature_value,shap_value_g,base_value_g
7,2025-4,Lags 2,development,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2026-1,Lags 1,development,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2025-5,Tags 3,development,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2025-5,Tags 1,development,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2026-2,Tags 3,development,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2025-3,Tags 1,development,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2026-1,Lags 2,development,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2026-2,Lags 3,development,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2026-2,Lags 2,development,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2025-2,Tags 3,development,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2026-3,Tags 1,later_cycle_audit,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2026-3,Tags 2,later_cycle_audit,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2026-3,Tags 3,later_cycle_audit,adg_acceleration_g_day2,0.0,0.0,1512.6118884198881
7,2025-5,Tags 2,development,placement_to_current_adg_g_day,9.285714285714286,14.553273392456958,1512.6118884198881
7,2025-4,Tags 1,development,placement_to_current_adg_g_day,7.185714285714285,-49.306508724731884,1512.6118884198881
7,2025-4,Lags 2,development,placement_to_current_adg_g_day,8.714285714285717,-1.7632739333209884,1512.6118884198881
7,2026-1,Lags 1,development,placement_to_current_adg_g_day,9.071428571428571,6.896398757793349,1512.6118884198881
7,2025-5,Tags 3,development,placement_to_current_adg_g_day,9.428571428571429,17.423503065395607,1512.6118884198881
7,2025-5,Tags 1,development,placement_to_current_adg_g_day,9.714285714285714,17.054484366806264,1512.6118884198881
7,2026-2,Tags 3,development,placement_to_current_adg_g_day,9.80285714285714,16.796390992015404,1512.6118884198881
7,2025-3,Tags 1,development,placement_to_current_adg_g_day,12.428571428571429,13.79166007213746,1512.6118884198881
7,2026-1,Lags 2,development,placement_to_current_adg_g_day,9.642857142857144,17.024974037512948,1512.6118884198881
7,2026-2,Lags 3,development,placement_to_current_adg_g_day,4.785714285714287,-52.47090202606546,1512.6118884198881
7,2026-2,Lags 2,development,placement_to_current_adg_g_day,8.785714285714286,-2.3475587316340807,1512.6118884198881
7,2025-2,Tags 3,development,placement_to_current_adg_g_day,15.428571428571429,15.530242727357745,1512.6118884198881
7,2026-3,Tags 1,later_cycle_audit,placement_to_current_adg_g_day,10.677142857142858,14.42955191756198,1512.6118884198881
7,2026-3,Tags 2,later_cycle_audit,placement_to_current_adg_g_day,10.677142857142858,13.853218490021277,1512.6118884198881
7,2026-3,Tags 3,later_cycle_audit,placement_to_current_adg_g_day,10.677142857142858,14.280943434466167,1512.6118884198881
7,2025-5,Tags 2,development,survival_pct,99.22425952045134,7.810504736525786,1512.6118884198881
7,2025-4,Tags 1,development,survival_pct,97.69263040134247,9.33106411485187,1512.6118884198881
7,2025-4,Lags 2,development,survival_pct,98.57908847184986,-5.306800140794508,1512.6118884198881
7,2026-1,Lags 1,development,survival_pct,98.02297622228159,7.032214272047327,1512.6118884198881
7,2025-5,Tags 3,development,survival_pct,99.08682214105086,7.810504736525672,1512.6118884198881
7,2025-5,Tags 1,development,survival_pct,99.00056306306307,-1.9329874344851987,1512.6118884198881
7,2026-2,Tags 3,development,survival_pct,98.67388362652233,-7.492171714549613,1512.6118884198881
7,2025-3,Tags 1,development,survival_pct,98.83180858550317,-6.972330250046639,1512.6118884198881
7,2026-1,Lags 2,development,survival_pct,98.55331309162351,-1.9010465000557133,1512.6118884198881
7,2026-2,Lags 3,development,survival_pct,98.5914237318356,-8.378951820018301,1512.6118884198881
7,2026-2,Lags 2,development,survival_pct,98.7846291331546,-9.054581806790793,1512.6118884198881
7,2025-2,Tags 3,development,survival_pct,98.55882352941177,-1.5116306167749372,1512.6118884198881
7,2026-3,Tags 1,later_cycle_audit,survival_pct,98.90495577706024,-7.087260671926742,1512.6118884198881
7,2026-3,Tags 2,later_cycle_audit,survival_pct,98.45375316277763,0.4377405127253269,1512.6118884198881
7,2026-3,Tags 3,later_cycle_audit,survival_pct,98.53002939941202,-0.8135730606563811,1512.6118884198881
7,2025-5,Tags 2,development,mortality_recent_7d_per_1000,7.757404795486601,8.34789320218772,1512.6118884198881
7,2025-4,Tags 1,development,mortality_recent_7d_per_1000,23.073695986575306,8.416552188496553,1512.6118884198881
7,2025-4,Lags 2,development,mortality_recent_7d_per_1000,14.20911528150134,-3.173709103130932,1512.6118884198881
7,2026-1,Lags 1,development,mortality_recent_7d_per_1000,19.77023777718408,3.4777331332736594,1512.6118884198881
7,2025-5,Tags 3,development,mortality_recent_7d_per_1000,9.13177858949143,8.221040423744057,1512.6118884198881
7,2025-5,Tags 1,development,mortality_recent_7d_per_1000,9.99436936936937,-3.5753048590015624,1512.6118884198881
7,2026-2,Tags 3,development,mortality_recent_7d_per_1000,13.261163734776725,-6.765317666594228,1512.6118884198881
7,2025-3,Tags 1,development,mortality_recent_7d_per_1000,11.681914144968331,-7.325316801484973,1512.6118884198881
7,2026-1,Lags 2,development,mortality_recent_7d_per_1000,14.466869083764959,-1.453588612114686,1512.6118884198881
7,2026-2,Lags 3,development,mortality_recent_7d_per_1000,14.085762681643933,-6.169981905374925,1512.6118884198881
7,2026-2,Lags 2,development,mortality_recent_7d_per_1000,12.153708668453977,-8.709349412459687,1512.6118884198881
7,2025-2,Tags 3,development,mortality_recent_7d_per_1000,14.411764705882353,-1.058524921927301,1512.6118884198881
7,2026-3,Tags 1,later_cycle_audit,mortality_recent_7d_per_1000,10.950442229397726,-7.033340476894637,1512.6118884198881
7,2026-3,Tags 2,later_cycle_audit,mortality_recent_7d_per_1000,15.462468372223785,0.3048637791441706,1512.6118884198881
7,2026-3,Tags 3,later_cycle_audit,mortality_recent_7d_per_1000,14.699706005879884,-0.8025744046157115,1512.6118884198881
14,2025-5,Tags 2,development,current_weight_g,263.0,5.5375057901227365,1518.9375750110282
14,2025-4,Tags 1,development,current_weight_g,215.79999999999998,-0.8972939785851395,1518.9375750110282
14,2025-4,Lags 2,development,current_weight_g,242.99999999999997,3.9739790736309715,1518.9375750110282
14,2026-1,Lags 1,development,current_weight_g,299.48,7.199386705074062,1518.9375750110282
14,2025-5,Tags 3,development,current_weight_g,251.0,4.15071210678957,1518.9375750110282
14,2025-5,Tags 1,development,current_weight_g,235.0,3.999534160861799,1518.9375750110282
14,2026-2,Tags 3,development,current_weight_g,241.39000000000001,3.965335917684115,1518.9375750110282
14,2025-3,Tags 1,development,current_weight_g,277.58,5.3704987085232005,1518.9375750110282
14,2026-1,Lags 2,development,current_weight_g,375.0,14.589746561177435,1518.9375750110282
14,2026-2,Lags 3,development,current_weight_g,136.99999999999997,-47.88940504527852,1518.9375750110282
14,2026-2,Lags 2,development,current_weight_g,172.5,-42.75224498222326,1518.9375750110282
14,2025-2,Tags 3,development,current_weight_g,344.0,13.834515852764184,1518.9375750110282
14,2026-3,Tags 1,later_cycle_audit,current_weight_g,242.75999999999996,3.8723225331812046,1518.9375750110282
14,2026-3,Tags 2,later_cycle_audit,current_weight_g,242.75999999999996,3.8605075331813623,1518.9375750110282
14,2026-3,Tags 3,later_cycle_audit,current_weight_g,242.75999999999996,3.8605075331812486,1518.9375750110282
14,2025-5,Tags 2,development,weight_day7_g,105.0,6.37055919520833,1518.9375750110282
14,2025-4,Tags 1,development,weight_day7_g,90.3,-21.292563216101826,1518.9375750110282
14,2025-4,Lags 2,development,weight_day7_g,101.00000000000001,-2.25558243066007,1518.9375750110282
14,2026-1,Lags 1,development,weight_day7_g,103.5,3.5399703227066084,1518.9375750110282
14,2025-5,Tags 3,development,weight_day7_g,106.0,6.543803000764115,1518.9375750110282
14,2025-5,Tags 1,development,weight_day7_g,108.0,6.197121918142898,1518.9375750110282
14,2026-2,Tags 3,development,weight_day7_g,108.61999999999999,6.342391658883685,1518.9375750110282
14,2025-3,Tags 1,development,weight_day7_g,127.0,4.44831836066362,1518.9375750110282
14,2026-1,Lags 2,development,weight_day7_g,107.50000000000001,6.778722671509854,1518.9375750110282
14,2026-2,Lags 3,development,weight_day7_g,73.50000000000001,-16.672741481116873,1518.9375750110282
14,2026-2,Lags 2,development,weight_day7_g,101.5,-2.1121952679307014,1518.9375750110282
14,2025-2,Tags 3,development,weight_day7_g,148.0,3.661011813044297,1518.9375750110282
14,2026-3,Tags 1,later_cycle_audit,weight_day7_g,114.74000000000001,5.419688918143038,1518.9375750110282
14,2026-3,Tags 2,later_cycle_audit,weight_day7_g,114.74000000000001,5.419688918142924,1518.9375750110282
14,2026-3,Tags 3,later_cycle_audit,weight_day7_g,114.74000000000001,5.4196889181428105,1518.9375750110282
14,2025-5,Tags 2,development,current_ratio_to_target,0.6921052631578948,4.700779183958161,1518.9375750110282
14,2025-4,Tags 1,development,current_ratio_to_target,0.5678947368421052,-0.8757734365053693,1518.9375750110282
14,2025-4,Lags 2,development,current_ratio_to_target,0.6394736842105262,3.0474245606252452,1518.9375750110282
14,2026-1,Lags 1,development,current_ratio_to_target,0.7881052631578948,7.430196753966129,1518.9375750110282
14,2025-5,Tags 3,development,current_ratio_to_target,0.6605263157894737,3.4873649555200927,1518.9375750110282
14,2025-5,Tags 1,development,current_ratio_to_target,0.618421052631579,3.032477033441751,1518.9375750110282
14,2026-2,Tags 3,development,current_ratio_to_target,0.6352368421052632,3.032477033441751,1518.9375750110282
14,2025-3,Tags 1,development,current_ratio_to_target,0.7304736842105263,4.892947834571373,1518.9375750110282
14,2026-1,Lags 2,development,current_ratio_to_target,0.9868421052631579,11.55720052741492,1518.9375750110282
14,2026-2,Lags 3,development,current_ratio_to_target,0.3605263157894736,-40.30509444643417,1518.9375750110282
14,2026-2,Lags 2,development,current_ratio_to_target,0.45394736842105265,-34.358226420037,1518.9375750110282
14,2025-2,Tags 3,development,current_ratio_to_target,0.9052631578947369,11.348053000845084,1518.9375750110282
14,2026-3,Tags 1,later_cycle_audit,current_ratio_to_target,0.6388421052631578,3.006843477886491,1518.9375750110282
14,2026-3,Tags 2,later_cycle_audit,current_ratio_to_target,0.6388421052631578,3.0068434778859228,1518.9375750110282
14,2026-3,Tags 3,later_cycle_audit,current_ratio_to_target,0.6388421052631578,3.0068434778863775,1518.9375750110282
14,2025-5,Tags 2,development,ratio_day7,0.6176470588235294,5.901961926225113,1518.9375750110282
14,2025-4,Tags 1,development,ratio_day7,0.5311764705882352,-16.724308543176562,1518.9375750110282
14,2025-4,Lags 2,development,ratio_day7,0.5941176470588236,-1.464478138253412,1518.9375750110282
14,2026-1,Lags 1,development,ratio_day7,0.6088235294117647,2.5287788843785393,1518.9375750110282
14,2025-5,Tags 3,development,ratio_day7,0.6235294117647059,5.763937858043164,1518.9375750110282
14,2025-5,Tags 1,development,ratio_day7,0.6352941176470588,5.241693832975443,1518.9375750110282
14,2026-2,Tags 3,development,ratio_day7,0.6389411764705881,5.449228465168062,1518.9375750110282
14,2025-3,Tags 1,development,ratio_day7,0.7470588235294118,3.318994851355683,1518.9375750110282
14,2026-1,Lags 2,development,ratio_day7,0.6323529411764707,6.055621294190473,1518.9375750110282
14,2026-2,Lags 3,development,ratio_day7,0.43235294117647066,-16.07143043090582,1518.9375750110282
14,2026-2,Lags 2,development,ratio_day7,0.5970588235294118,-1.9820791530428323,1518.9375750110282
14,2025-2,Tags 3,development,ratio_day7,0.8705882352941177,2.9214751613121734,1518.9375750110282
14,2026-3,Tags 1,later_cycle_audit,ratio_day7,0.6749411764705883,3.847071633536416,1518.9375750110282
14,2026-3,Tags 2,later_cycle_audit,ratio_day7,0.6749411764705883,3.880297572930317,1518.9375750110282
14,2026-3,Tags 3,later_cycle_audit,ratio_day7,0.6749411764705883,3.8802975729302034,1518.9375750110282
14,2025-5,Tags 2,development,ratio_day14,0.6921052631578948,4.768696375519198,1518.9375750110282
14,2025-4,Tags 1,development,ratio_day14,0.5678947368421052,0.3901862045938742,1518.9375750110282
14,2025-4,Lags 2,development,ratio_day14,0.6394736842105262,2.8601050870333893,1518.9375750110282
14,2026-1,Lags 1,development,ratio_day14,0.7881052631578948,7.139183024498493,1518.9375750110282
14,2025-5,Tags 3,development,ratio_day14,0.6605263157894737,3.9206971292098842,1518.9375750110282
14,2025-5,Tags 1,development,ratio_day14,0.618421052631579,3.1572144646718243,1518.9375750110282
14,2026-2,Tags 3,development,ratio_day14,0.6352368421052632,3.050149381338656,1518.9375750110282
14,2025-3,Tags 1,development,ratio_day14,0.7304736842105263,4.732063169536332,1518.9375750110282
14,2026-1,Lags 2,development,ratio_day14,0.9868421052631579,14.982198308788838,1518.9375750110282
14,2026-2,Lags 3,development,ratio_day14,0.3605263157894736,-45.000493145190035,1518.9375750110282
14,2026-2,Lags 2,development,ratio_day14,0.45394736842105265,-41.686376643669746,1518.9375750110282
14,2025-2,Tags 3,development,ratio_day14,0.9052631578947369,14.70737470878862,1518.9375750110282
14,2026-3,Tags 1,later_cycle_audit,ratio_day14,0.6388421052631578,3.029053845624162,1518.9375750110282
14,2026-3,Tags 2,later_cycle_audit,ratio_day14,0.6388421052631578,3.0290538456240483,1518.9375750110282
14,2026-3,Tags 3,later_cycle_audit,ratio_day14,0.6388421052631578,3.029053845624162,1518.9375750110282
14,2025-5,Tags 2,development,gain_day7_14_g,158.0,5.411626193187658,1518.9375750110282
14,2025-4,Tags 1,development,gain_day7_14_g,125.49999999999999,3.20087669918928,1518.9375750110282
14,2025-4,Lags 2,development,gain_day7_14_g,141.99999999999994,4.897255500108713,1518.9375750110282
14,2026-1,Lags 1,development,gain_day7_14_g,195.98000000000002,7.343417519115178,1518.9375750110282
14,2025-5,Tags 3,development,gain_day7_14_g,145.0,5.375082970965764,1518.9375750110282
14,2025-5,Tags 1,development,gain_day7_14_g,127.0,3.191152029669979,1518.9375750110282
14,2026-2,Tags 3,development,gain_day7_14_g,132.77000000000004,4.48419083648696,1518.9375750110282
14,2025-3,Tags 1,development,gain_day7_14_g,150.57999999999998,5.303198411802327,1518.9375750110282
14,2026-1,Lags 2,development,gain_day7_14_g,267.5,7.846446211591001,1518.9375750110282
14,2026-2,Lags 3,development,gain_day7_14_g,63.49999999999996,-47.05324637211686,1518.9375750110282
14,2026-2,Lags 2,development,gain_day7_14_g,71.0,-43.32880763405706,1518.9375750110282
14,2025-2,Tags 3,development,gain_day7_14_g,196.0,7.130081905172915,1518.9375750110282
14,2026-3,Tags 1,later_cycle_audit,gain_day7_14_g,128.01999999999995,3.38293006267736,1518.9375750110282
14,2026-3,Tags 2,later_cycle_audit,gain_day7_14_g,128.01999999999995,3.38293006267736,1518.9375750110282
14,2026-3,Tags 3,later_cycle_audit,gain_day7_14_g,128.01999999999995,3.3829300626772465,1518.9375750110282
14,2025-5,Tags 2,development,adg_day7_14_g,22.571428571428573,5.6529582892095505,1518.9375750110282
14,2025-4,Tags 1,development,adg_day7_14_g,17.928571428571427,2.4316124406204835,1518.9375750110282
14,2025-4,Lags 2,development,adg_day7_14_g,20.285714285714278,4.694440008200331,1518.9375750110282
14,2026-1,Lags 1,development,adg_day7_14_g,27.997142857142858,9.841299177323776,1518.9375750110282
14,2025-5,Tags 3,development,adg_day7_14_g,20.714285714285715,5.698362023937875,1518.9375750110282
14,2025-5,Tags 1,development,adg_day7_14_g,18.142857142857142,1.6130480725893221,1518.9375750110282
14,2026-2,Tags 3,development,adg_day7_14_g,18.967142857142864,3.7749075148739166,1518.9375750110282
14,2025-3,Tags 1,development,adg_day7_14_g,21.51142857142857,5.389931276523384,1518.9375750110282
14,2026-1,Lags 2,development,adg_day7_14_g,38.214285714285715,11.21530837393584,1518.9375750110282
14,2026-2,Lags 3,development,adg_day7_14_g,9.071428571428566,-50.31186717721437,1518.9375750110282
14,2026-2,Lags 2,development,adg_day7_14_g,10.142857142857142,-43.167872434144556,1518.9375750110282
14,2025-2,Tags 3,development,adg_day7_14_g,28.0,9.820053336963383,1518.9375750110282
14,2026-3,Tags 1,later_cycle_audit,adg_day7_14_g,18.288571428571423,1.5834181088212063,1518.9375750110282
14,2026-3,Tags 2,later_cycle_audit,adg_day7_14_g,18.288571428571423,1.5549536643767397,1518.9375750110282
14,2026-3,Tags 3,later_cycle_audit,adg_day7_14_g,18.288571428571423,1.5549536643767397,1518.9375750110282
14,2025-5,Tags 2,development,last_interval_adg_g_day,22.571428571428573,6.130643215860118,1518.9375750110282
14,2025-4,Tags 1,development,last_interval_adg_g_day,17.928571428571427,2.1665113646572536,1518.9375750110282
14,2025-4,Lags 2,development,last_interval_adg_g_day,20.285714285714278,5.389396096708651,1518.9375750110282
14,2026-1,Lags 1,development,last_interval_adg_g_day,27.997142857142858,7.764725865655805,1518.9375750110282
14,2025-5,Tags 3,development,last_interval_adg_g_day,20.714285714285715,5.6385918708716645,1518.9375750110282
14,2025-5,Tags 1,development,last_interval_adg_g_day,18.142857142857142,3.3814957773845435,1518.9375750110282
14,2026-2,Tags 3,development,last_interval_adg_g_day,18.967142857142864,4.30647448108823,1518.9375750110282
14,2025-3,Tags 1,development,last_interval_adg_g_day,21.51142857142857,5.603601464644612,1518.9375750110282
14,2026-1,Lags 2,development,last_interval_adg_g_day,38.214285714285715,8.68224005127729,1518.9375750110282
14,2026-2,Lags 3,development,last_interval_adg_g_day,9.071428571428566,-49.06368018814794,1518.9375750110282
14,2026-2,Lags 2,development,last_interval_adg_g_day,10.142857142857142,-46.47473152604505,1518.9375750110282
14,2025-2,Tags 3,development,last_interval_adg_g_day,28.0,7.490584957025817,1518.9375750110282
14,2026-3,Tags 1,later_cycle_audit,last_interval_adg_g_day,18.288571428571423,3.918588216131411,1518.9375750110282
14,2026-3,Tags 2,later_cycle_audit,last_interval_adg_g_day,18.288571428571423,3.931673961229194,1518.9375750110282
14,2026-3,Tags 3,later_cycle_audit,last_interval_adg_g_day,18.288571428571423,3.9316739612290803,1518.9375750110282
14,2025-5,Tags 2,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2025-4,Tags 1,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2025-4,Lags 2,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2026-1,Lags 1,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2025-5,Tags 3,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2025-5,Tags 1,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2026-2,Tags 3,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2025-3,Tags 1,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2026-1,Lags 2,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2026-2,Lags 3,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2026-2,Lags 2,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2025-2,Tags 3,development,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2026-3,Tags 1,later_cycle_audit,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2026-3,Tags 2,later_cycle_audit,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2026-3,Tags 3,later_cycle_audit,prior_interval_adg_g_day,0.0,0.0,1518.9375750110282
14,2025-5,Tags 2,development,adg_acceleration_g_day2,0.0,0.0,1518.9375750110282
14,2025-4,Tags 1,development,adg_acceleration_g_day2,0.0,0.0,1518.9375750110282
14,2025-4,Lags 2,development,adg_acceleration_g_day2,0.0,0.0,1518.9375750110282
14,2026-1,Lags 1,development,adg_acceleration_g_day2,0.0,0.0,1518.9375750110282
14,2025-5,Tags 3,development,adg_acceleration_g_day2,0.0,0.0,1518.9375750110282
14,2025-5,Tags 1,development,adg_acceleration_g_day2,0.0,0.0,1518.9375750110282
14,2026-2,Tags 3,development,adg_acceleration_g_day2,0.0,0.0,1518.9375750110282
14,2025-3,Tags 1,development,adg_acceleration_g_day2,0.0,0.0,1518.9375750110282
14,2026-1,Lags 2,development,adg_acceleration_g_day2,0.0,0.0,1518.9375750110282
14,2026-2,Lags 3,development,adg_acceleration_g_day2,0.0,0.0,1518.9375750110282
