harvest_cycle,bldg,prediction_day,average_humidity,average_humidity_trend,average_temperature,average_temperature_lag1,average_temperature_lag2,average_temperature_trend,cold_stress_days,cold_stress_flag_cycle,cold_stress_flag_day,heat_stress_days,heat_stress_flag_cycle,heat_stress_flag_day,high_humidity_days,high_humidity_flag_cycle,high_humidity_flag_day,humidity_abs_error,humidity_gap,humidity_range,humidity_volatility,humidity_within_target,low_humidity_days,low_humidity_flag_cycle,low_humidity_flag_day,max_humidity,max_humidity_trend,max_temperature,max_temperature_trend,min_humidity,min_humidity_trend,min_temperature_trend,percent_cold_stress_days,percent_heat_stress_days,percent_high_humidity_days,percent_low_humidity_days,target_humidity,target_temperature,temperature_abs_error,temperature_gap,temperature_range,temperature_volatility,temperature_within_target,feed_cumulative_g_per_bird,feed_daily_g_per_bird,feed_daily_g_per_bird_ratio_lag1,feed_daily_g_per_bird_ratio_lag3,feed_deficit_days,feed_deficit_flag,feed_efficiency_score,feed_gap_cumulative,feed_gap_daily,feed_surplus_days,feed_surplus_flag,feed_volatility_score,compounding_stress_days,critical_days,current_population,is_tags,max_thi_cycle,max_thi_day,projected_day35_weight_from_trajectory,resting_days,sqft_per_bird,thi_stress_days,warning_days,bodyweight_at_day7,bodyweight_deficit_g_interpolated,bodyweight_g,bodyweight_g_is_extrapolated_fallback,bodyweight_g_is_interpolated,bodyweight_g_lag1,bodyweight_g_lag2,day_7_bodyweight_lower_than_mean,average_daily_mortality_ratio_to_normal_target,cumulative_allowable_mortality_normal,cumulative_mortality_difference_from_normal_target,daily_mortality_difference_from_normal_target,early_mortality_concentration,five_day_mortality_concern,high_mortality_days,high_mortality_severity,mortality_dailypercent_ratio_lag1,mortality_dailypercent_ratio_lag2,mortality_dailypercent_ratio_lag3,mortality_percent_cum,percent_high_mortality_days,final_harvest_recovery
2025-2,Tags 2,2,77.42010416666665,-1.1658284442341368e-14,28.15472074468085,28.15472074468085,28.15472074468085,-6.783381100595097e-15,0,0,0,0,0,0,2,1,1,17.420104166666647,17.420104166666647,22.5,0.0,0,0,0,0,86.8,-1.7209744916952118e-14,32.6,-6.772789795300852e-15,64.3,-2.231677083022784e-14,-4.066460168369259e-15,0.0,0.0,1.0,0.0,60.0,30.0,1.8452792553191488,-1.8452792553191488,7.100000000000001,0.0,1,14.801657785671996,7.400828892835998,1.002664298401421,3.0,2,1,43.171501874876654,-15.198342214328004,-12.599171107164002,0,0,1.412329618906346,0,1,6756,1,27.67854880516591,27.67854880516591,1789.0,29.5,1.0657193605683837,0,2,106.75,0.0,77.0,True,False,64.0,637.6489644351465,0,3.235294117647059,13.6,30.4,11.2,1.3636363636363635,0,2,2.823529411764706,0.6923076923881656,3.0,3.0,0.6470588235,1.0,0.824852941176471
2025-2,Tags 2,3,77.42010416666665,1.136476922109094e-14,28.15472074468085,28.15472074468085,28.15472074468085,-1.2895420286198469e-15,0,0,0,0,0,0,3,1,1,17.420104166666647,17.420104166666647,22.5,0.0,0,0,0,0,86.8,1.802190973325158e-15,32.6,2.30148056710964e-15,64.3,-3.313032514863088e-15,2.3936246954295856e-15,0.0,0.0,1.0,0.0,60.0,30.0,1.8452792553191488,-1.8452792553191488,7.100000000000001,4.3511678576336575e-15,1,29.67359050445104,14.83679525222552,2.004747774480712,3.0,3,1,66.76557863501483,-20.32640949554896,-5.163204747774481,0,0,0.998669797807108,0,1,6740,1,27.67854880516591,27.67854880516591,1789.0,29.5,1.0682492581602374,0,3,106.75,0.0,91.0,True,False,77.0,64.0,0,2.9411764705882355,20.4,39.6,9.2,1.0,0,3,2.823529411764706,0.8888888885530865,0.6153846152236686,3.0,0.8823529412,1.0,0.824852941176471
2025-2,Tags 2,4,77.42010416666665,-1.0656246691081632e-14,28.15472074468085,28.15472074468085,28.15472074468085,-4.860576503336004e-15,0,0,0,0,0,0,4,1,1,17.420104166666647,17.420104166666647,22.5,0.0,0,0,0,0,86.8,-1.1688067064152732e-14,32.6,-2.2267158016781103e-15,64.3,-8.691606854378891e-15,-3.4693771706650844e-15,0.0,0.0,1.0,0.0,60.0,30.0,1.8452792553191488,-1.8452792553191488,7.100000000000001,0.0,1,52.06009222073479,22.311468094600624,1.503792949576082,3.0,4,1,79.32966433635778,-22.93990777926521,-2.688531905399376,0,0,0.852680547336562,0,1,6723,1,27.67854880516591,27.67854880516591,1789.0,29.5,1.07095046854083,0,4,106.75,0.0,107.0,True,False,91.0,77.0,0,2.8308823529411766,27.2,49.8,10.2,0.7792207792207793,0,4,2.823529411764706,1.0625000002125,0.9444444442765432,0.6538461538059172,1.132352941,1.0,0.824852941176471
2025-2,Tags 2,5,77.42010416666665,-4.822292063407377e-15,28.15472074468085,28.15472074468085,28.15472074468085,-3.371434273386755e-15,0,0,0,0,0,0,5,1,1,17.420104166666647,17.420104166666647,22.5,0.0,0,0,0,0,86.8,-3.627382670784715e-15,32.6,-3.764398267022435e-15,64.3,-3.145486211302101e-15,-4.80122207299609e-16,0.0,0.0,1.0,0.0,60.0,28.0,0.1547207446808514,0.1547207446808514,7.100000000000001,0.0,1,74.51564828614009,22.35469448584203,1.0019374068554396,3.0,5,1,81.9672131147541,-25.48435171385991,-2.645305514157972,0,0,0.8358980698430041,0,1,6710,1,27.67854880516591,27.67854880516591,1789.0,29.5,1.073025335320417,0,4,106.75,0.0,125.0,True,False,107.0,91.0,0,2.647058823529412,34.0,56.0,6.2,0.6666666666666666,1,5,2.823529411764706,0.7647058824,0.8125000002125,0.7222222221382717,1.323529412,1.0,0.824852941176471
2025-2,Tags 2,6,77.42010416666665,-3.280471822643205e-15,28.154720744680848,28.15472074468085,28.15472074468085,-1.3488542533772617e-15,0,0,0,0,0,0,6,1,1,17.420104166666647,17.420104166666647,22.5,0.0,0,0,0,0,86.8,-5.226196707538049e-15,32.6,-3.003278291787231e-16,64.3,-1.2637676618891284e-15,-6.929659921216828e-16,0.0,0.0,1.0,0.0,60.0,28.0,0.1547207446808514,0.1547207446808514,7.100000000000001,3.891802844472395e-15,1,104.52441391667912,29.86411826190832,1.335921556916032,2.0128415708526206,6,1,81.37577198350678,-30.47558608332089,-5.135881738091683,0,0,0.7624911771009075,0,1,6697,1,27.67854880516591,27.67854880516591,1789.0,29.5,1.0751082574286994,0,4,106.75,0.0,145.0,True,False,125.0,107.0,0,2.524509803921569,40.8,62.2,6.2,0.5825242718446602,1,6,2.823529411764706,1.0,0.7647058824,0.8125000002125,1.514705882,1.0,0.824852941176471
2025-2,Tags 2,7,77.42010416666665,2.54453727244602e-15,28.154720744680848,28.15472074468085,28.15472074468085,-3.895921039444663e-16,0,0,0,0,0,0,7,1,1,17.420104166666647,17.420104166666647,22.5,0.0,0,0,0,0,86.8,2.981360072665549e-15,32.6,1.656277457553702e-15,64.3,-1.585001016368459e-15,1.2138620989631208e-15,0.0,0.0,1.0,0.0,60.0,28.0,0.1547207446808514,0.1547207446808514,7.100000000000001,3.837369354665453e-15,1,134.58950201884252,29.908778226409453,1.0014954389113206,1.3405114401076716,7,1,82.31197369032853,-35.41049798115748,-5.091221773590547,0,0,0.7368928455314991,0,1,6687,1,27.67854880516591,27.67854880516591,1531.8982035928143,29.5,1.0767160161507403,0,4,143.0,-24.0,143.0,False,False,145.0,125.0,0,2.3739495798319328,47.6,65.4,3.2,0.5309734513274337,1,7,2.823529411764706,0.7692307690295858,0.7692307690295858,0.588235294,1.661764706,1.0,0.824852941176471
2025-2,Tags 2,8,77.42010416666665,6.19100399074924e-15,28.15472074468085,28.15472074468085,28.15472074468085,2.560235073882277e-15,0,0,0,0,0,0,8,1,1,22.420104166666647,22.420104166666647,22.5,0.0,0,0,0,0,86.8,3.730138838203249e-15,32.6,2.821334018596945e-15,64.3,1.0375528248368057e-15,1.5927353798953544e-15,0.0,0.0,1.0,0.0,55.0,28.0,0.1547207446808514,0.1547207446808514,7.100000000000001,0.0,1,164.71997604073076,29.949086552860138,1.0013477088948786,1.3397224717979437,8,1,67.38544474393531,-55.28002395926924,-20.050913447139862,0,0,0.7092788140378862,0,1,6678,1,27.67854880516591,27.67854880516591,1536.892922125182,29.5,1.0781671159029649,0,4,143.0,-27.056768558951973,164.94323144104803,False,True,143.0,145.0,0,2.242647058823529,54.4,67.6,2.2,0.4918032786885246,1,8,2.823529411764706,0.9000000003399999,0.6923076923881656,0.6923076923881656,1.794117647,1.0,0.824852941176471
2025-2,Tags 2,9,77.42010416666665,2.917569773198844e-15,28.15472074468085,28.15472074468085,28.15472074468085,1.0383261863092424e-15,0,0,0,1,1,1,9,1,1,22.420104166666647,22.420104166666647,22.5,0.0,0,0,0,0,86.8,-6.967445516541837e-16,32.6,1.926709849426818e-15,64.3,2.4487606206954734e-15,5.833989137158367e-16,0.0,0.1111111111111111,1.0,0.0,55.0,25.0,3.1547207446808514,3.1547207446808514,7.100000000000001,0.0,0,194.9610077984403,29.99400119976005,1.001499700059988,1.004349130173965,9,1,66.09789153280455,-75.0389922015597,-20.00599880023995,0,0,0.6824885898918542,1,1,6668,1,27.67854880516591,27.67854880516591,1541.1393410083367,29.5,1.0797840431913617,0,4,143.0,-30.48034934497815,189.51965065502185,False,True,164.94323144104803,143.0,0,2.1568627450980395,61.2,70.8,3.2,0.4545454545454545,1,9,2.823529411764706,1.111111110691358,1.0,0.7692307690295858,1.941176471,1.0,0.824852941176471
2025-2,Tags 2,10,77.42010416666665,5.929324924733543e-15,28.15472074468085,28.15472074468085,28.15472074468085,1.0489235393749254e-15,0,0,0,2,1,1,10,1,1,22.420104166666647,22.420104166666647,22.5,0.0,0,0,0,0,86.8,3.621045517473897e-15,32.6,4.151382088140757e-16,64.3,2.5895147748354027e-15,-1.8871550300651995e-16,0.0,0.2,1.0,0.0,55.0,25.0,3.1547207446808514,3.1547207446808514,7.100000000000001,0.0,0,232.83761454108452,37.55445395823945,1.2520654949677033,1.2556331680937358,10,1,66.57380474415174,-97.16238545891542,-22.44554604176055,0,0,0.6458614042792784,2,1,6657,1,27.67854880516591,27.67854880516591,1544.5306290664846,29.5,1.081568273997296,0,4,143.0,-34.02620087336243,214.9737991266376,False,True,189.51965065502185,164.94323144104803,0,2.1029411764705883,68.0,75.0,4.2,0.4195804195804196,1,10,2.823529411764706,1.10000000034,1.2222222221382717,1.10000000034,2.102941176,1.0,0.824852941176471
2025-2,Tags 2,11,77.42010416666665,1.130364682040006e-15,28.154720744680848,28.15472074468085,28.15472074468085,1.302138512516356e-15,0,0,0,3,1,1,11,1,1,22.420104166666647,22.420104166666647,22.5,0.0,0,0,0,0,86.8,-4.780300776693633e-15,32.6,9.227997508175206e-16,64.3,2.586988526354164e-15,9.90452133024727e-16,0.0,0.2727272727272727,1.0,0.0,55.0,25.0,3.1547207446808514,3.1547207446808514,7.100000000000002,3.726117541341096e-15,0,270.7174011129493,37.59963904346518,1.0012031884493908,1.2554519476613024,11,1,66.04039165326577,-119.28259888705072,-22.40036095653482,0,0,0.6250249730832319,3,1,6649,1,27.67854880516591,27.67854880516591,1547.5412369537614,29.5,1.0828696044517974,0,4,143.0,-38.06113537117904,243.93886462882097,False,True,214.9737991266376,189.51965065502185,0,2.0187165775401072,74.8,76.2,1.2000000000000002,0.3973509933774834,1,11,2.823529411764706,0.7272727270479339,0.8,0.8888888885530865,2.220588235,1.0,0.824852941176471
