flock,farm,actual,predicted,prediction_day,error_g,absolute_error_g
2025-5_Tags 1,Tags,1702.0,1595.2835230849887,4,-106.7164769150113,106.7164769150113
2025-5_Tags 1,Tags,1702.0,1604.479353884709,5,-97.5206461152909,97.5206461152909
2025-5_Tags 1,Tags,1702.0,1536.6235843743102,6,-165.3764156256898,165.3764156256898
2025-5_Tags 1,Tags,1702.0,1540.5243134886489,7,-161.4756865113511,161.4756865113511
2025-5_Tags 1,Tags,1702.0,1540.5243134886489,8,-161.4756865113511,161.4756865113511
2025-5_Tags 1,Tags,1702.0,1540.5243134886489,9,-161.4756865113511,161.4756865113511
2025-5_Tags 1,Tags,1702.0,1535.0777149031674,10,-166.92228509683264,166.92228509683264
2025-5_Tags 1,Tags,1702.0,1532.0123424961048,11,-169.9876575038952,169.9876575038952
2025-5_Tags 1,Tags,1702.0,1535.6833511053635,12,-166.3166488946365,166.3166488946365
2025-5_Tags 1,Tags,1702.0,1539.09015714089,13,-162.90984285911009,162.90984285911009
2025-5_Tags 1,Tags,1702.0,1501.99998954984,14,-200.00001045016006,200.00001045016006
2025-5_Tags 1,Tags,1702.0,1542.844089520613,15,-159.1559104793871,159.1559104793871
2025-5_Tags 1,Tags,1702.0,1539.3072611982043,16,-162.6927388017957,162.6927388017957
2025-5_Tags 1,Tags,1702.0,1542.844089520613,17,-159.1559104793871,159.1559104793871
2025-5_Tags 1,Tags,1702.0,1550.2437254882864,18,-151.75627451171363,151.75627451171363
2025-5_Tags 1,Tags,1702.0,1550.2437254882864,19,-151.75627451171363,151.75627451171363
2025-5_Tags 1,Tags,1702.0,1560.0679811361804,20,-141.93201886381962,141.93201886381962
2025-5_Tags 1,Tags,1702.0,1553.7558181965842,21,-148.2441818034158,148.2441818034158
2025-5_Tags 2,Tags,1776.0,1578.6860717575955,1,-197.31392824240447,197.31392824240447
2025-5_Tags 2,Tags,1776.0,1593.7530442522243,2,-182.2469557477757,182.2469557477757
2025-5_Tags 2,Tags,1776.0,1589.8593382423187,3,-186.1406617576813,186.1406617576813
2025-5_Tags 2,Tags,1776.0,1589.8593382423187,4,-186.1406617576813,186.1406617576813
2025-5_Tags 2,Tags,1776.0,1593.8770956057383,5,-182.1229043942617,182.1229043942617
2025-5_Tags 2,Tags,1776.0,1593.8770956057383,6,-182.1229043942617,182.1229043942617
2025-5_Tags 2,Tags,1776.0,1598.9427474565657,7,-177.0572525434343,177.0572525434343
2025-5_Tags 2,Tags,1776.0,1607.2436318760788,8,-168.75636812392122,168.75636812392122
2025-5_Tags 2,Tags,1776.0,1611.6204746468911,9,-164.37952535310887,164.37952535310887
2025-5_Tags 2,Tags,1776.0,1615.207776662662,10,-160.7922233373381,160.7922233373381
2025-5_Tags 2,Tags,1776.0,1612.6087465552423,11,-163.3912534447577,163.3912534447577
2025-5_Tags 2,Tags,1776.0,1618.8496921743226,12,-157.15030782567737,157.15030782567737
2025-5_Tags 2,Tags,1776.0,1570.4055175280662,13,-205.59448247193382,205.59448247193382
2025-5_Tags 2,Tags,1776.0,1590.2353326737564,14,-185.76466732624363,185.76466732624363
2025-5_Tags 2,Tags,1776.0,1621.034897342533,15,-154.965102657467,154.965102657467
2025-5_Tags 2,Tags,1776.0,1611.8543901196113,16,-164.14560988038875,164.14560988038875
2025-5_Tags 2,Tags,1776.0,1618.0953357386911,17,-157.90466426130888,157.90466426130888
2025-5_Tags 2,Tags,1776.0,1618.0953357386911,18,-157.90466426130888,157.90466426130888
2025-5_Tags 2,Tags,1776.0,1618.0953357386911,19,-157.90466426130888,157.90466426130888
2025-5_Tags 2,Tags,1776.0,1585.6205585409923,20,-190.3794414590077,190.3794414590077
2025-5_Tags 2,Tags,1776.0,1618.0953357386911,21,-157.90466426130888,157.90466426130888
2025-5_Tags 3,Tags,1738.0,1590.175804749869,1,-147.82419525013097,147.82419525013097
2025-5_Tags 3,Tags,1738.0,1599.2015336533468,2,-138.79846634665319,138.79846634665319
2025-5_Tags 3,Tags,1738.0,1600.940705950188,3,-137.05929404981202,137.05929404981202
2025-5_Tags 3,Tags,1738.0,1615.153646466206,4,-122.84635353379394,122.84635353379394
2025-5_Tags 3,Tags,1738.0,1620.1086747352465,5,-117.8913252647535,117.8913252647535
2025-5_Tags 3,Tags,1738.0,1631.0520915489842,6,-106.94790845101579,106.94790845101579
2025-5_Tags 3,Tags,1738.0,1632.736185137265,7,-105.26381486273499,105.26381486273499
2025-5_Tags 3,Tags,1738.0,1636.330622271936,8,-101.66937772806409,101.66937772806409
2025-5_Tags 3,Tags,1738.0,1642.7459024664308,9,-95.25409753356917,95.25409753356917
2025-5_Tags 3,Tags,1738.0,1671.2830380104597,10,-66.71696198954032,66.71696198954032
2025-5_Tags 3,Tags,1738.0,1679.6169388853837,11,-58.38306111461634,58.38306111461634
2025-5_Tags 3,Tags,1738.0,1685.3038343127678,12,-52.696165687232224,52.696165687232224
2025-5_Tags 3,Tags,1738.0,1677.5033403863006,13,-60.49665961369942,60.49665961369942
2025-5_Tags 3,Tags,1738.0,1680.2345087059102,14,-57.76549129408977,57.76549129408977
2025-5_Tags 3,Tags,1738.0,1676.4054676029368,15,-61.594532397063176,61.594532397063176
2025-5_Tags 3,Tags,1738.0,1672.4013963405205,16,-65.59860365947952,65.59860365947952
2025-5_Tags 3,Tags,1738.0,1661.6034719474353,17,-76.39652805256469,76.39652805256469
2025-5_Tags 3,Tags,1738.0,1661.6034719474353,18,-76.39652805256469,76.39652805256469
2025-5_Tags 3,Tags,1738.0,1665.3888028949589,19,-72.61119710504113,72.61119710504113
2025-5_Tags 3,Tags,1738.0,1649.6575489562983,20,-88.34245104370166,88.34245104370166
2025-5_Tags 3,Tags,1738.0,1660.5454043249763,21,-77.45459567502371,77.45459567502371
2026-1_Lags 1,Lags,1605.9999999999998,1421.0488872091553,1,-184.9511127908445,184.9511127908445
2026-1_Lags 1,Lags,1605.9999999999998,1435.4375052025898,2,-170.56249479740995,170.56249479740995
2026-1_Lags 1,Lags,1605.9999999999998,1536.943323162595,3,-69.05667683740467,69.05667683740467
2026-1_Lags 1,Lags,1605.9999999999998,1535.1633008026586,4,-70.8366991973412,70.8366991973412
2026-1_Lags 1,Lags,1605.9999999999998,1529.1622469675324,5,-76.83775303246739,76.83775303246739
2026-1_Lags 1,Lags,1605.9999999999998,1505.343161757966,6,-100.6568382420337,100.6568382420337
2026-1_Lags 1,Lags,1605.9999999999998,1537.4635714671174,7,-68.53642853288238,68.53642853288238
2026-1_Lags 1,Lags,1605.9999999999998,1585.2862554340852,8,-20.713744565914567,20.713744565914567
2026-1_Lags 1,Lags,1605.9999999999998,1644.865739075865,9,38.86573907586512,38.86573907586512
2026-1_Lags 1,Lags,1605.9999999999998,1645.3658430709158,10,39.36584307091607,39.36584307091607
2026-1_Lags 1,Lags,1605.9999999999998,1646.7473396818737,11,40.74733968187388,40.74733968187388
2026-1_Lags 1,Lags,1605.9999999999998,1665.1548242352326,12,59.15482423523281,59.15482423523281
2026-1_Lags 1,Lags,1605.9999999999998,1657.628258619363,13,51.62825861936312,51.62825861936312
2026-1_Lags 1,Lags,1605.9999999999998,1667.147570250133,14,61.147570250133185,61.147570250133185
2026-1_Lags 1,Lags,1605.9999999999998,1667.9758442316047,15,61.975844231604924,61.975844231604924
2026-1_Lags 1,Lags,1605.9999999999998,1668.4068371761891,16,62.406837176189356,62.406837176189356
2026-1_Lags 1,Lags,1605.9999999999998,1671.8811373485942,17,65.8811373485944,65.8811373485944
2026-1_Lags 1,Lags,1605.9999999999998,1677.05304044657,18,71.05304044657032,71.05304044657032
2026-1_Lags 1,Lags,1605.9999999999998,1675.7444874056691,19,69.74448740566936,69.74448740566936
2026-1_Lags 1,Lags,1605.9999999999998,1677.2177210815416,20,71.21772108154187,71.21772108154187
2026-1_Lags 1,Lags,1605.9999999999998,1683.2710530215386,21,77.27105302153882,77.27105302153882
2026-1_Lags 2,Lags,1972.0,1409.7096839435865,1,-562.2903160564135,562.2903160564135
2026-1_Lags 2,Lags,1972.0,1476.224338892453,2,-495.77566110754697,495.77566110754697
2026-1_Lags 2,Lags,1972.0,1487.3247665485626,3,-484.6752334514374,484.6752334514374
2026-1_Lags 2,Lags,1972.0,1434.0866594736617,4,-537.9133405263383,537.9133405263383
2026-1_Lags 2,Lags,1972.0,1430.6041117319437,5,-541.3958882680563,541.3958882680563
2026-1_Lags 2,Lags,1972.0,1435.121185635039,6,-536.878814364961,536.878814364961
2026-1_Lags 2,Lags,1972.0,1437.568128612044,7,-534.4318713879561,534.4318713879561
2026-1_Lags 2,Lags,1972.0,1440.8538297439154,8,-531.1461702560846,531.1461702560846
2026-1_Lags 2,Lags,1972.0,1443.500824992265,9,-528.499175007735,528.499175007735
2026-1_Lags 2,Lags,1972.0,1467.0992028951075,10,-504.9007971048925,504.9007971048925
2026-1_Lags 2,Lags,1972.0,1466.395160287689,11,-505.6048397123111,505.6048397123111
2026-1_Lags 2,Lags,1972.0,1479.2869938701608,12,-492.7130061298392,492.7130061298392
2026-1_Lags 2,Lags,1972.0,1479.281416145387,13,-492.7185838546129,492.7185838546129
2026-1_Lags 2,Lags,1972.0,1478.6948962052252,14,-493.3051037947748,493.3051037947748
2026-1_Lags 2,Lags,1972.0,1498.8281821735804,15,-473.17181782641956,473.17181782641956
2026-1_Lags 2,Lags,1972.0,1499.3280134881425,16,-472.67198651185754,472.67198651185754
2026-1_Lags 2,Lags,1972.0,1521.0452642322375,17,-450.9547357677625,450.9547357677625
2026-1_Lags 2,Lags,1972.0,1537.2305850288435,18,-434.7694149711565,434.7694149711565
2026-1_Lags 2,Lags,1972.0,1541.4507492759506,19,-430.54925072404944,430.54925072404944
2026-1_Lags 2,Lags,1972.0,1539.2675574144782,20,-432.73244258552177,432.73244258552177
2026-1_Lags 2,Lags,1972.0,1537.6646029148958,21,-434.3353970851042,434.3353970851042
2026-1_Lags 3,Lags,1691.4399999999998,1507.5183031234658,1,-183.92169687653404,183.92169687653404
2026-1_Lags 3,Lags,1691.4399999999998,1507.5183031234658,2,-183.92169687653404,183.92169687653404
2026-1_Lags 3,Lags,1691.4399999999998,1462.7468970470245,3,-228.69310295297532,228.69310295297532
2026-1_Lags 3,Lags,1691.4399999999998,1512.6991098308554,4,-178.74089016914445,178.74089016914445
2026-1_Lags 3,Lags,1691.4399999999998,1513.784279872376,5,-177.6557201276239,177.6557201276239
2026-1_Lags 3,Lags,1691.4399999999998,1515.7518421597224,6,-175.68815784027743,175.68815784027743
2026-1_Lags 3,Lags,1691.4399999999998,1513.031009565211,7,-178.40899043478885,178.40899043478885
2026-1_Lags 3,Lags,1691.4399999999998,1522.7666812628297,8,-168.67331873717012,168.67331873717012
2026-1_Lags 3,Lags,1691.4399999999998,1523.1882795911442,9,-168.2517204088556,168.2517204088556
2026-1_Lags 3,Lags,1691.4399999999998,1483.1992384875816,10,-208.2407615124182,208.2407615124182
2026-1_Lags 3,Lags,1691.4399999999998,1497.647266235984,11,-193.7927337640158,193.7927337640158
2026-1_Lags 3,Lags,1691.4399999999998,1489.7537438252982,12,-201.6862561747016,201.6862561747016
2026-1_Lags 3,Lags,1691.4399999999998,1477.315880111424,13,-214.12411988857593,214.12411988857593
2026-1_Lags 3,Lags,1691.4399999999998,1474.6759430521015,14,-216.76405694789833,216.76405694789833
2026-1_Lags 3,Lags,1691.4399999999998,1482.7654838552758,15,-208.67451614472407,208.67451614472407
2026-1_Lags 3,Lags,1691.4399999999998,1482.7654838552758,16,-208.67451614472407,208.67451614472407
