harvest_cycle,bldg,prediction_day,bodyweight_at_day_35,average_temperature,average_temperature_lag1,average_temperature_lag2,average_temperature_trend,max_temperature,max_temperature_trend,min_temperature_trend,temperature_range,max_thi_cycle,max_thi_day,target_temperature,temperature_abs_error,temperature_gap,temperature_volatility,temperature_within_target,thi_stress_days,average_humidity,average_humidity_trend,humidity_range,max_humidity,max_humidity_trend,min_humidity,min_humidity_trend,high_humidity_days,high_humidity_flag_cycle,high_humidity_flag_day,humidity_abs_error,humidity_gap,humidity_volatility,humidity_within_target,low_humidity_days,low_humidity_flag_cycle,low_humidity_flag_day,percent_high_humidity_days,percent_low_humidity_days,target_humidity,feed_cumulative_g_per_bird,feed_daily_g_per_bird,feed_daily_g_per_bird_ratio_lag1,feed_daily_g_per_bird_ratio_lag3,feed_deficit_days,feed_deficit_flag,feed_efficiency_score,feed_gap_cumulative,feed_gap_daily,feed_surplus_days,feed_surplus_flag,feed_volatility_score,average_daily_mortality_ratio_to_normal_target,cumulative_allowable_mortality_normal,cumulative_mortality_difference_from_normal_target,daily_mortality_difference_from_normal_target,early_mortality_concentration,five_day_mortality_concern,high_mortality_days,high_mortality_severity,mortality_dailypercent_ratio_lag1,mortality_dailypercent_ratio_lag2,mortality_dailypercent_ratio_lag3,mortality_percent_cum,percent_high_mortality_days,bodyweight_at_day7,bodyweight_deficit_g_interpolated,bodyweight_g,bodyweight_g_is_extrapolated_fallback,bodyweight_g_is_interpolated,bodyweight_g_lag1,bodyweight_g_lag2,day_7_bodyweight_lower_than_mean,cold_stress_days,cold_stress_flag_cycle,cold_stress_flag_day,compounding_stress_days,critical_days,current_population,current_recoverable_ratio,heat_stress_days,heat_stress_flag_cycle,heat_stress_flag_day,is_tags,percent_cold_stress_days,percent_heat_stress_days,projected_day35_weight_from_trajectory,sqft_per_bird,warning_days,latest_actual_bodyweight_g,previous_checkpoint_bodyweight_g,latest_checkpoint_gain_g,latest_checkpoint_gain_g_per_day,latest_checkpoint_gain_ratio,projected_day35_from_latest_gain,days_to_day35,checkpoint_index,bodyweight_measurement_freshness_days
2025-2,Tags 3,21,1544.0,28.15472074468085,28.15472074468085,28.15472074468085,5.305291444888081e-16,32.6,-2.6526457224440405e-16,0.0,7.1,27.67854880516591,27.67854880516591,22.0,6.154720744680851,6.154720744680851,0.0,0,0,77.42010416666662,0.0,22.5,86.8,2.6526457224440404e-15,64.3,-5.305291444888081e-16,21,1,1,27.420104166666647,27.420104166666647,2.912358572177595e-14,0,0,0,0,1.0,0.0,50.0,995.592035263718,75.99939200486396,1.001215990272078,1.114488861866883,15,1,67.73858852607441,-384.4079647362821,-44.00060799513603,6,0,0.4380628250448444,1.5476190476190477,142.8,78.2,1.2000000000000002,0.2307692307692307,1,19,1.9411764705882355,1.5999999997824,1.1428571423020408,1.333333333031111,3.25,0.9047619047619048,148.0,-73.0,685.0,False,False,628.4806629834254,574.7872928176796,,0,0,0,13,0,6579,0.9675,13,1,1,1,0.0,0.6190476190476191,1616.708443271768,1.094391244870041,5,685.0,344.0,341.0,48.714285714285715,1.9912790697674418,1367.0,14,3,0
2025-2,Tags 3,28,1544.0,28.15472074468085,28.15472074468085,28.15472074468085,5.121236555939726e-16,32.6,6.828315407919634e-16,1.7070788519799085e-16,7.1000000000000005,27.67854880516591,27.67854880516591,20.0,8.154720744680851,8.154720744680851,0.0,0,0,77.42010416666663,6.828315407919634e-16,22.5,86.8,0.0,64.3,3.414157703959817e-16,28,1,1,27.420104166666647,27.420104166666647,1.4471626093874067e-14,0,0,0,0,1.0,0.0,50.0,1645.492116944742,99.49487218735648,1.0844941068421858,1.0030613806826878,22,1,65.66130967923677,-734.5078830552579,-60.50512781264351,6,0,0.38551246541080403,1.4023109243697482,190.40000000000003,76.60000000000001,0.2000000000000001,0.1910112359550561,1,23,1.9411764705882355,1.4000000004896,0.875000000425,1.0,3.926470588,0.8214285714285714,148.0,-120.0,1116.0,False,False,1049.2761506276152,984.3556485355648,,0,0,0,20,0,6533,0.960735294117647,20,1,1,1,0.0,0.7142857142857143,1615.3106796116506,1.1020970457676411,5,1116.0,685.0,431.0,61.57142857142857,1.6291970802919709,1547.0,7,4,0
2025-3,Lags 1,7,1479.9999999999998,32.008814102564095,32.4520833333333,31.85,0.07791323260072708,33.4,0.11071428571428645,-0.028571428571427342,2.985714285714286,31.95185868160943,31.773170311325703,28.0,4.295833333333299,4.295833333333299,0.40981513393983265,0,7,76.26540750915751,0.21567651098901544,11.814285714285717,82.2,0.639285714285715,72.7,0.18214285714286113,0,0,0,6.6916666666667055,6.6916666666667055,1.2488158888173224,1,0,0,0,0.0,0.0,70.0,121.94020413693433,27.097823141540964,1.001716195465631,1.5096197272152472,7,1,74.57594183911483,-48.05979586306567,-7.902176858459036,0,0,0.7091951082601625,1.9473577028815803,78.56800000000001,74.43199999999999,7.776,0.3856209150326797,1,7,1.4946543121881684,0.7916666666666665,0.6785714285714286,0.8260869565217394,1.3631503920171062,1.0,101.0,-66.0,101.0,False,False,145.0,125.0,,0,0,0,0,0,11071,0.986368496079829,4,1,1,0,0.0,0.5714285714285714,1081.9700598802394,0.6503477553969831,3,101.0,,,,,,28,1,0
2025-3,Lags 1,14,1479.9999999999998,31.054575006014634,29.1851063829787,29.4521739130435,-0.2526975885899283,29.4,-0.27780219780219817,-0.22791208791208822,2.821428571428572,31.95185868160943,28.55249403573694,25.0,3.795833333333299,3.795833333333299,1.2331182304325718,0,14,80.21733330749578,1.076546151226555,9.528571428571428,89.4,0.7558241758241724,87.1,1.3465934065934055,7,1,1,23.204166666666698,23.204166666666698,4.890579873967116,0,0,0,0,0.5,0.0,65.0,466.9046965119473,64.08495834477708,1.0790921062824388,1.409484573835027,14,1,72.65868293058625,-163.0953034880527,-25.91504165522292,0,0,0.5195781713264995,1.9155381325730576,157.136,143.864,10.776,0.1960132890365448,1,14,1.4946543121881684,0.9166666666666664,0.7857142857142856,1.0476190476190474,2.681753385602281,1.0,101.0,-140.5,255.5,False,False,227.83842794759823,202.2008733624454,,0,0,0,7,0,10923,0.973182466143977,11,1,1,0,0.0,0.7857142857142857,1154.266414141414,0.6591595715462785,5,255.4999999999999,101.0,154.4999999999999,22.071428571428555,2.5297029702970284,718.9999999999995,21,2,0
2025-3,Lags 1,21,1479.9999999999998,30.538967046332907,30.3895833333333,29.0195652173913,-0.16899567682292035,32.9,-0.12012987012987035,-0.1735064935064939,3.104761904761905,31.95185868160943,29.3665932676831,22.0,7.910416666666698,7.910416666666698,1.274777241236555,0,21,80.9512843926639,0.3809817248097764,10.580952380952382,84.1,0.36038961038961154,64.6,0.22909090909091046,14,1,1,15.002083333333305,15.002083333333305,4.90920386699493,0,0,0,0,0.6666666666666666,0.0,60.0,1024.3811995921017,92.70418095856122,1.054388079218162,1.1827962852889369,21,1,75.74200292085348,-355.61880040789833,-27.295819041438776,0,0,0.4373530654213526,1.8540202966432475,235.70399999999995,201.29600000000005,6.776,0.1350114416475972,1,21,1.4946543121881684,0.8571428571428573,0.9473684210526316,0.8571428571428573,3.89344262295082,1.0,101.0,-297.0,461.0,False,False,426.939226519337,394.5814917127072,,0,0,0,14,0,10787,0.961065573770492,18,1,1,0,0.0,0.8571428571428571,1088.032981530343,0.6674701029016409,5,461.0,255.4999999999999,205.5000000000001,29.357142857142872,1.8043052837573395,872.0000000000002,14,3,0
2025-3,Lags 1,28,1479.9999999999998,30.096794347711466,28.1840909090909,28.575,-0.14904826481709174,30.7,0.0006568144499179183,-0.21759715380404965,4.346428571428571,31.95185868160943,26.790906738446527,20.0,6.982978723404301,6.982978723404301,1.423964607654617,0,27,80.79459362490988,0.17826827600996492,15.657142857142858,93.4,0.41039956212370016,76.8,-0.4310344827586198,21,1,1,30.3893617021276,30.3893617021276,5.15447227827786,0,0,0,0,0.75,0.0,60.0,1596.8905123161935,93.65926758452748,1.1129842964628016,1.181869769543108,28,1,62.81664112680757,-783.1094876838063,-66.34073241547252,0,0,0.3926314037663374,1.7405304958761838,314.27199999999993,232.72800000000007,6.776,0.1078610603290676,1,28,1.4946543121881684,1.0588235294117652,1.2857142857142858,1.2000000000000002,4.8734853884533145,1.0,101.0,-379.9999999999999,856.0000000000001,False,False,794.8493723849374,735.3514644351465,,0,0,0,21,0,10677,0.951265146115467,25,1,1,0,0.0,0.8928571428571429,1238.9838187702267,0.674346726608598,5,856.0000000000001,461.0,395.0000000000001,56.428571428571445,1.8568329718004342,1251.0000000000002,7,4,0
2025-3,Lags 2,7,1554.0,29.268594282490575,29.6574468085106,29.4916666666667,0.14552801476005964,31.3,-0.028571428571426596,0.2607142857142854,3.471428571428572,29.355197361333932,29.052569664336115,28.0,1.3479166666666984,1.3479166666666984,0.5106437670907111,1,6,83.85319266947593,1.0195228093050412,8.528571428571428,87.6,0.11428571428571235,84.1,2.285714285714283,6,1,1,15.912499999999994,15.912499999999994,2.9585514393558516,0,0,0,0,0.8571428571428571,0.0,70.0,134.55827765404604,23.19970304380104,0.8355759712942341,1.2595118782479586,6,1,72.71839693561166,-35.44172234595396,-11.80029695619896,1,0,0.7840505444513596,2.909090909090909,77.0,147.0,18.0,0.5089285714285714,1,7,2.909090909090909,1.380952380952381,0.90625,1.0357142857142856,2.0363636363636366,1.0,98.0,-69.0,98.0,False,False,145.0,125.0,,0,0,0,0,2,10776,0.979636363636364,0,0,0,0,0.0,0.0,1049.8323353293413,0.6681514476614699,6,98.0,,,,,,28,1,0
2025-3,Lags 2,14,1554.0,29.093710135166265,28.7958333333334,28.6041666666667,-0.011271879716028797,32.3,-0.01516483516483561,-0.016263736263736825,3.4071428571428575,29.51617607466274,29.51617607466274,25.0,5.0416666666667,5.0416666666667,0.5859048919836045,0,12,83.85272665388688,-0.05263521629080839,9.185714285714287,82.9,-0.04109890109890247,65.1,-0.26527472527472923,13,1,1,10.845833333333305,10.845833333333305,3.4441600713417504,0,0,0,0,0.9285714285714286,0.0,65.0,381.39184480647896,47.085412939071475,1.0024484414728316,1.4373158624029705,13,1,56.42775677618883,-248.60815519352104,-42.914587060928525,1,0,0.5711492291721082,2.4740259740259747,154.0,227.0,15.0,0.2992125984251969,1,14,2.909090909090909,1.181818181818182,1.529411764705883,1.3684210526315792,3.463636363636364,1.0,98.0,-185.99999999999991,210.00000000000009,False,False,189.9475982532752,171.36244541484723,,0,0,0,6,2,10619,0.965363636363636,6,1,1,0,0.0,0.42857142857142855,948.7121212121217,0.6780299463226293,10,210.0,98.0,112.0,16.0,2.142857142857143,546.0,21,2,0
2025-3,Lags 2,21,1554.0,29.25803748240109,28.4229166666667,29.8208333333333,0.012429784512713819,31.4,0.14961038961038953,-0.09181818181818231,4.614285714285716,29.837624743477896,27.352268600438254,22.0,5.633333333333301,5.633333333333301,0.806954364286164,0,18,80.98570382367969,-0.48266205767958714,14.742857142857144,90.5,-0.08103896103895973,72.0,-1.2370129870129867,20,1,1,26.28125,26.28125,5.960573319344611,0,0,0,0,0.9523809523809523,0.0,60.0,842.6163953156241,71.40816909454442,1.001523374274017,1.0762231199249197,20,1,60.28298332981467,-537.3836046843759,-48.59183090545558,1,0,0.4762145052446794,2.1515151515151514,231.0,266.0,5.0,0.2293762575452716,1,21,2.909090909090909,1.2307692307692302,0.8888888888888886,1.0666666666666669,4.5181818181818185,1.0,98.0,-329.99999999999994,428.00000000000006,False,False,391.8674033149172,357.54143646408846,,0,0,0,13,2,10503,0.954818181818182,13,1,1,0,0.0,0.6190476190476191,1010.1477572559369,0.6855184233076264,10,428.0,210.0,218.0,31.142857142857142,2.038095238095238,864.0,14,3,0
2025-3,Lags 2,28,1554.0,28.907236617513973,28.15472074468085,28.15472074468085,-0.0488224935598991,32.6,0.04272030651341051,-0.10183360700601975,4.828571428571428,29.837624743477896,27.67854880516591,20.0,8.154720744680851,8.154720744680851,0.9517910482541849,0,18,81.23960483535234,-0.1912840788076182,15.52142857142857,86.8,0.0261631089217297,64.3,-0.6079365079365054,27,1,1,17.420104166666647,17.420104166666647,5.560191489449956,0,0,0,0,0.9642857142857143,0.0,60.0,1551.9892369786662,115.31808571977705,1.0924816102598152,1.0954169797145004,27,1,68.64171769034348,-828.0107630213338,-44.681914280222955,1,0,0.4168022002346563,1.9285714285714288,308.0,286.0,4.0,0.1919191919191919,1,27,2.909090909090909,1.2499999999999991,0.9375,1.3636363636363629,5.4,0.9642857142857143,98.0,-320.0,916.0,False,False,840.4518828451883,766.9456066945606,,0,0,0,20,2,10406,0.946,20,1,1,0,0.0,0.7142857142857143,1325.8284789644013,0.6919085143186623,10,916.0,428.0,488.0,69.71428571428571,2.1401869158878504,1404.0,7,4,0
2025-3,Tags 1,7,1477.24,28.154720744680848,28.15472074468085,28.15472074468085,0.0,32.6,1.4897023514804435e-15,2.2345535272206653e-15,7.100000000000001,27.67854880516591,27.67854880516591,28.0,0.1547207446808514,0.1547207446808514,3.837369354665453e-15,1,0,77.42010416666665,2.979404702960887e-15,22.5,86.8,1.4897023514804435e-15,64.3,0.0,7,1,1,17.420104166666647,17.420104166666647,0.0,0,0,0,0,1.0,0.0,60.0,135.28909142694388,28.48191398461977,1.3359916453052312,1.3395993544099496,6,1,80.4793577926756,-34.710908573056116,-6.518086015380234,1,0,0.7313629936557371,1.6688448778526188,49.735000000000014,33.265,6.895,0.4578313253012048,1,7,0.9704433497536944,1.5555555555555551,1.4,1.1666666666666663,1.1681914144968333,1.0,127.0,-40.0,127.0,False,False,145.0,125.0,,0,0,0,0,0,7022,0.988318085855032,0,0,0,1,0.0,0.0,1360.497005988024,1.0253489034463117,0,127.0,,,,,,28,1,0
2025-3,Tags 1,14,1477.24,28.154720744680848,28.15472074468085,28.15472074468085,-2.482837252467406e-16,32.6,0.0,-4.965674504934812e-16,7.1000000000000005,27.67854880516591,27.67854880516591,25.0,3.1547207446808514,3.1547207446808514,3.6868252213847854e-15,0,0,77.42010416666665,-9.931349009869624e-16,22.5,86.8,0.0,64.3,-2.482837252467406e-15,14,1,1,22.420104166666647,22.420104166666647,0.0,0,0,0,0,1.0,0.0,55.0,408.95393887214806,50.222413545702395,1.001004448270914,1.4038169034294734,13,1,60.358002673973395,-221.0460611278519,-39.777586454297605,1,0,0.5289464602587479,1.3672464059515428,99.47000000000003,36.529999999999994,-0.1050000000000004,0.2794117647058823,1,10,0.9704433497536944,1.4000000000000008,1.0,0.7777777777777776,1.9141449683321603,0.7142857142857143,127.0,-118.42000000000002,277.58,False,False,250.6202620087336,225.63318777292577,,0,0,0,6,0,6969,0.980858550316678,6,1,1,1,0.0,0.42857142857142855,1254.0167171717171,1.0331467929401636,0,277.58,127.0,150.57999999999998,21.51142857142857,2.1856692913385825,729.3199999999999,21,2,0
