review_day,rows,independent_building_cycles,mae_g,cycle_macro_mae_g,rmse_g,r2,bias_g,within_100g_rate,within_200g_rate,worst_cycle_mae_g
7,31,31,151.43231298867852,136.22416436729003,203.5196073117236,-0.06359208924949677,42.53644611498282,0.5483870967741935,0.6451612903225806,251.8333333333333
14,31,31,137.62988629595176,125.9086385174393,171.25541899664955,0.24690245508502184,23.73955143268016,0.5161290322580645,0.6451612903225806,221.50000000000006
21,31,31,109.72226552012462,104.20096433640762,136.09785321713312,0.5243744941227904,4.263785514392957,0.4838709677419355,0.9032258064516129,171.16666666666669
28,31,31,100.54717843530953,110.7082538034184,126.15669923124875,0.5913201534642087,14.83953524289,0.5806451612903226,0.9032258064516129,221.9042079706451
