cycle_id,building_id,first_date,last_date,last_recorded_day,beginning_population,last_recorded_population,ending_recovery_proxy_pct,day35_weight_g
2026-2,Lags 1,2026-06-02,2026-07-20,49,11190,10319,92.2162645218946,1192.0
2026-2,Lags 2,2026-06-10,2026-07-28,49,11190,10250,91.5996425379804,1204.0
2026-2,Lags 3,2026-06-16,2026-08-03,49,11217,9411,83.8994383525007,1078.0
2026-2,Tags 1,2026-04-19,2026-06-06,49,7403,6650,89.8284479265163,1360.0
2026-2,Tags 2,2026-04-19,2026-06-06,49,7420,6605,89.0161725067386,1556.2800000000002
2026-2,Tags 3,2026-04-19,2026-06-06,49,7390,6677,90.3518267929635,1564.0
2026-3,Tags 1,2026-07-04,2026-08-07,35,7123,6824,95.80233047873091,1446.0
2026-3,Tags 2,2026-07-04,2026-08-07,35,7114,6732,94.6303064380096,1440.0
2026-3,Tags 3,2026-07-04,2026-08-07,35,7143,6786,95.0020999580008,1517.0
