cycle_id,building_id,age_day,bodyweight_kg,aggregated_weight_kg,difference_g,matches
2026-3,Tags 1,1,0.04503,0.04503,0.0,True
2026-3,Tags 2,1,0.04504,0.04504,0.0,True
2026-3,Tags 3,1,0.044385,0.044385,0.0,True
2026-3,Tags 1,7,0.11474000000000001,0.10027999999999998,14.46000000000003,False
2026-3,Tags 2,7,0.11474000000000001,0.09464999999999998,20.090000000000025,False
2026-3,Tags 3,7,0.11474000000000001,0.09804,16.700000000000006,False
2026-3,Tags 1,14,0.24275999999999998,0.197538,45.22199999999999,False
2026-3,Tags 2,14,0.24275999999999998,0.17421,68.54999999999997,False
2026-3,Tags 3,14,0.24275999999999998,0.23293000000000003,9.82999999999995,False
